molecule_name,atom_count_total,final_energy_eV,homo_lumo_gap_eV,wall_time_s,relaxation_steps,max_force_eV_per_A,failure_category,final_energy_eV_pubchem,homo_lumo_gap_eV_pubchem,wall_time_s_pubchem,relaxation_steps_pubchem,max_force_eV_per_A_pubchem,final_energy_eV_diff,final_energy_eV_abs_diff,homo_lumo_gap_eV_diff,homo_lumo_gap_eV_abs_diff,wall_time_s_diff,wall_time_s_abs_diff,relaxation_steps_diff,relaxation_steps_abs_diff,max_force_eV_per_A_diff,max_force_eV_per_A_abs_diff,source_model
benzene,12,-75.912119,5.096164,2439.207,15,0.038418,NONE,-75.912465,5.096978,2393.542,15,0.038917,0.0003459999999932961,0.0003459999999932961,-0.0008140000000000924,0.0008140000000000924,45.664999999999964,45.664999999999964,0,0,-0.0004989999999999994,0.0004989999999999994,claude
bromomethane,5,-21.740465,5.271445,978.887,10,0.043701,NONE,-21.74043,5.267127,878.484,9,0.038319,-3.500000000045134e-05,3.500000000045134e-05,0.0043179999999996,0.0043179999999996,100.4029999999999,100.4029999999999,1,1,0.005381999999999998,0.005381999999999998,claude
butane,14,-73.284732,6.981818,2036.108,13,0.047,NONE,-73.401418,7.082658,2000.631,13,0.045716,0.1166860000000014,0.1166860000000014,-0.1008400000000007,0.1008400000000007,35.47699999999986,35.47699999999986,0,0,0.0012840000000000004,0.0012840000000000004,claude
benzoic_acid,15,-99.686948,4.054046,4106.172,18,0.042336,NONE,-99.694156,4.052958,4669.656,22,0.046172,0.007208000000005654,0.007208000000005654,0.0010879999999993117,0.0010879999999993117,-563.4840000000004,563.4840000000004,-4,4,-0.003835999999999999,0.003835999999999999,claude
carbon_dioxide,3,-23.941702,8.114112,524.934,6,0.046366,NONE,-23.943519,8.114656,584.72,7,0.048651,0.0018169999999990694,0.0018169999999990694,-0.0005439999999996559,0.0005439999999996559,-59.78600000000006,59.78600000000006,-1,1,-0.0022850000000000023,0.0022850000000000023,claude
alanine,13,-75.95936,4.222801,5997.982,28,0.046461,NONE,-75.937285,4.353953,8999.813,41,0.033685,-0.022075000000000955,0.022075000000000955,-0.13115200000000016,0.13115200000000016,-3001.831,3001.831,-13,13,0.012776000000000003,0.012776000000000003,claude
butyric_acid,14,-80.43665,5.344245,3036.376,17,0.046329,NONE,-80.565012,5.354799,2053.392,11,0.049858,0.12836199999999565,0.12836199999999565,-0.010553999999999952,0.010553999999999952,982.9840000000004,982.9840000000004,6,6,-0.0035289999999999974,0.0035289999999999974,claude
carbon_tetrachloride,5,-16.959685,4.747575,1000.918,7,0.039701,NONE,-16.958811,4.752762,1075.031,8,0.047373,-0.0008739999999995973,0.0008739999999995973,-0.0051869999999993865,0.0051869999999993865,-74.11299999999994,74.11299999999994,-1,1,-0.007671999999999998,0.007671999999999998,claude
aniline,14,-88.18971,3.873936,6329.226,36,0.049793,NONE,-88.192846,3.886632,6960.742,42,0.038916,0.003135999999997807,0.003135999999997807,-0.01269600000000004,0.01269600000000004,-631.5160000000005,631.5160000000005,-6,6,0.010876999999999998,0.010876999999999998,claude
chloroform,5,-18.891765,5.219034,1039.034,8,0.048596,NONE,-18.887699,5.207719,959.026,8,0.04866,-0.004065999999998127,0.004065999999998127,0.011314999999999742,0.011314999999999742,80.00800000000015,80.00800000000015,0,0,-6.400000000000156e-05,6.400000000000156e-05,claude
chloromethane,5,-22.292175,6.195842,854.665,10,0.037898,NONE,-22.292052,6.19888,817.72,10,0.046916,-0.00012299999999854094,0.00012299999999854094,-0.003038000000000096,0.003038000000000096,36.944999999999936,36.944999999999936,0,0,-0.009017999999999998,0.009017999999999998,claude
chloroethane,8,-38.895318,6.190388,1481.622,13,0.044197,NONE,-38.894999,6.198766,894.022,7,0.043981,-0.00031900000000462114,0.00031900000000462114,-0.00837800000000044,0.00837800000000044,587.6,587.6,6,6,0.0002160000000000009,0.0002160000000000009,claude
dichloromethane,5,-20.63003,5.762818,993.766,11,0.045924,NONE,-20.62878,5.750158,665.047,7,0.019785,-0.0012500000000024158,0.0012500000000024158,0.012660000000000338,0.012660000000000338,328.71899999999994,328.71899999999994,4,4,0.026139,0.026139,claude
caproic_acid,20,-113.426938,5.355687,4788.584,19,0.045307,NONE,-113.548316,5.357943,4279.796,17,0.047105,0.12137799999999288,0.12137799999999288,-0.0022560000000000358,0.0022560000000000358,508.78799999999956,508.78799999999956,2,2,-0.001798000000000001,0.001798000000000001,claude
cyclopentane,15,-81.999178,6.554246,2456.596,13,0.029458,NONE,-82.172276,6.746483,2406.381,14,0.04789,0.17309799999999598,0.17309799999999598,-0.19223699999999955,0.19223699999999955,50.215000000000146,50.215000000000146,-1,1,-0.018432,0.018432,claude
diethylamine,16,-85.094322,4.428903,3304.015,18,0.046363,NONE,-85.105735,4.463325,2046.911,11,0.049434,0.011412999999990348,0.011412999999990348,-0.034422000000000175,0.034422000000000175,1257.1039999999998,1257.1039999999998,7,7,-0.0030709999999999973,0.0030709999999999973,claude
dimethyl_ether,9,-46.614287,5.237506,2974.375,21,0.047435,NONE,-46.724089,5.384276,1306.506,11,0.038675,0.10980200000000195,0.10980200000000195,-0.14677000000000007,0.14677000000000007,1667.869,1667.869,10,10,0.008759999999999997,0.008759999999999997,claude
ethane,8,-40.407935,7.662399,1174.139,12,0.034077,NONE,-40.408479,7.662519,1187.947,12,0.033475,0.0005439999999978795,0.0005439999999978795,-0.00011999999999989797,0.00011999999999989797,-13.807999999999993,13.807999999999993,0,0,0.0006020000000000053,0.0006020000000000053,claude
benzamide,16,-104.524431,4.289286,12331.073,45,0.043035,NONE,-104.636711,3.695255,4869.136,22,0.047925,0.11227999999999838,0.11227999999999838,0.5940309999999998,0.5940309999999998,7461.937,7461.937,23,23,-0.0048900000000000055,0.0048900000000000055,claude
dimethyl_sulfoxide,10,-50.507534,4.70937,3921.374,28,0.031488,NONE,-50.506324,4.725633,1925.767,15,0.04398,-0.0012100000000003774,0.0012100000000003774,-0.01626300000000036,0.01626300000000036,1995.6069999999997,1995.6069999999997,13,13,-0.012491999999999996,0.012491999999999996,claude
diethyl_ether,15,-79.989708,5.262362,5216.297,29,0.0474,NONE,-79.984341,5.268817,1984.261,11,0.040333,-0.005366999999992572,0.005366999999992572,-0.0064549999999998775,0.0064549999999998775,3232.0359999999996,3232.0359999999996,18,18,0.007066999999999997,0.007066999999999997,claude
ethanol,9,-47.086943,5.485401,1210.284,9,0.049562,NONE,-47.213978,5.586483,1812.448,15,0.049093,0.12703499999999934,0.12703499999999934,-0.1010819999999999,0.1010819999999999,-602.164,602.164,-6,6,0.00046900000000000414,0.00046900000000000414,claude
ethylene,6,-31.909191,5.673056,913.926,12,0.048306,NONE,-31.909424,5.673316,881.587,12,0.044323,0.00023300000000148202,0.00023300000000148202,-0.00025999999999992696,0.00025999999999992696,32.339000000000055,32.339000000000055,0,0,0.003983,0.003983,claude
decane,32,-172.109525,6.500451,7967.737,23,0.043068,NONE,-172.318826,6.485991,6552.767,20,0.049595,0.20930100000001062,0.20930100000001062,0.014459999999999695,0.014459999999999695,1414.9700000000003,1414.9700000000003,3,3,-0.006526999999999998,0.006526999999999998,claude
ethylamine,10,-52.16621,4.791915,2273.299,19,0.045448,NONE,-52.299661,4.818131,4101.986,36,0.041406,0.13345100000000087,0.13345100000000087,-0.026215999999999795,0.026215999999999795,-1828.687,1828.687,-17,17,0.004042000000000004,0.004042000000000004,claude
formaldehyde,4,-22.576531,3.579226,528.048,7,0.041325,NONE,-22.576494,3.579879,423.353,5,0.035449,-3.6999999998954536e-05,3.6999999998954536e-05,-0.0006530000000002367,0.0006530000000002367,104.695,104.695,2,2,0.005875999999999999,0.005875999999999999,claude
ethyl_acetate,14,-80.249678,5.330812,3341.366,16,0.048929,NONE,-80.263962,5.332237,2654.374,13,0.045089,0.014284000000003516,0.014284000000003516,-0.0014250000000002316,0.0014250000000002316,686.9920000000002,686.9920000000002,3,3,0.003840000000000003,0.003840000000000003,claude
ethylbenzene,18,-108.977342,4.754564,3519.947,15,0.032896,NONE,-108.990014,4.85,3128.673,14,0.040498,0.01267200000000912,0.01267200000000912,-0.09543599999999941,0.09543599999999941,391.27400000000034,391.27400000000034,1,1,-0.007601999999999998,0.007601999999999998,claude
ethyl_formate,11,-63.475447,5.338041,2300.126,14,0.045123,NONE,-63.474816,5.331124,1901.896,11,0.04744,-0.0006310000000055993,0.0006310000000055993,0.006916999999999618,0.006916999999999618,398.23000000000025,398.23000000000025,3,3,-0.0023169999999999996,0.0023169999999999996,claude
ethyl_propionate,17,-96.664177,5.419318,3995.131,16,0.039116,NONE,-96.753835,5.365613,2847.009,12,0.049734,0.08965800000000002,0.08965800000000002,0.05370499999999989,0.05370499999999989,1148.1219999999998,1148.1219999999998,4,4,-0.010618000000000002,0.010618000000000002,claude
cyclohexane,18,-98.872984,6.448836,13868.028,65,0.038346,NONE,-98.876852,6.445152,2519.007,13,0.040397,0.003867999999997096,0.003867999999997096,0.0036839999999997985,0.0036839999999997985,11349.021,11349.021,52,52,-0.002051000000000004,0.002051000000000004,claude
hexane,20,-106.263336,6.87139,3425.86,17,0.049663,NONE,-106.383415,6.87156,3464.104,17,0.047864,0.12007900000000404,0.12007900000000404,-0.00016999999999978144,0.00016999999999978144,-38.24399999999969,38.24399999999969,0,0,0.001799000000000002,0.001799000000000002,claude
heptane,23,-122.744503,6.729407,3762.755,17,0.04895,NONE,-122.884616,6.730824,4152.542,18,0.032368,0.1401129999999995,0.1401129999999995,-0.0014170000000000016,0.0014170000000000016,-389.78700000000026,389.78700000000026,-1,1,0.016582,0.016582,claude
hydrogen_sulfide,3,-11.081557,5.366797,465.409,7,0.039527,NONE,-11.082202,5.366914,406.495,7,0.025035,0.0006450000000004508,0.0006450000000004508,-0.00011700000000036681,0.00011700000000036681,58.91399999999999,58.91399999999999,0,0,0.014491999999999998,0.014491999999999998,claude
methane,5,-23.975118,8.995183,542.405,7,0.029576,NONE,-23.975148,8.995076,510.373,7,0.029539,3.0000000002416982e-05,3.0000000002416982e-05,0.00010700000000163357,0.00010700000000163357,32.03199999999998,32.03199999999998,0,0,3.700000000000231e-05,3.700000000000231e-05,claude
hydrogen_peroxide,4,-18.972521,4.871876,1375.333,17,0.035116,NONE,-18.966286,5.000717,989.703,13,0.028616,-0.006235000000000213,0.006235000000000213,-0.12884099999999954,0.12884099999999954,385.6300000000001,385.6300000000001,4,4,0.006500000000000002,0.006500000000000002,claude
dodecane,38,-205.206921,6.40795,11469.815,28,0.034606,NONE,-205.36685,6.374767,7262.992,17,0.047232,0.15992900000000532,0.15992900000000532,0.033182999999999296,0.033182999999999296,4206.823,4206.823,11,11,-0.012626000000000005,0.012626000000000005,claude
hydrazine,6,-30.380209,3.953127,3356.556,29,0.046682,NONE,-30.505842,4.97477,3353.942,31,0.046289,0.12563300000000055,0.12563300000000055,-1.0216430000000005,1.0216430000000005,2.6140000000000327,2.6140000000000327,-2,2,0.00039300000000000446,0.00039300000000000446,claude
methanol,6,-30.584217,5.626483,1129.579,11,0.046471,NONE,-30.585357,5.626043,1261.215,13,0.048983,0.0011399999999994748,0.0011399999999994748,0.000440000000000218,0.000440000000000218,-131.63599999999997,131.63599999999997,-2,2,-0.0025120000000000003,0.0025120000000000003,claude
glycine,10,-59.397703,4.455983,6401.273,36,0.046926,NONE,-59.485017,4.675455,4401.508,28,0.048872,0.08731399999999923,0.08731399999999923,-0.21947200000000056,0.21947200000000056,1999.7650000000003,1999.7650000000003,8,8,-0.0019459999999999963,0.0019459999999999963,claude
furan,9,-51.044297,2.439842,7020.293,43,0.043248,NONE,-56.858601,4.747648,1770.032,11,0.035161,5.814304,5.814304,-2.307806,2.307806,5250.2609999999995,5250.2609999999995,32,32,0.008087000000000004,0.008087000000000004,claude
hydroxylamine,5,-24.982258,5.425724,2831.695,26,0.041224,NONE,-24.992706,5.422846,2382.122,26,0.046125,0.010447999999996682,0.010447999999996682,0.002877999999999936,0.002877999999999936,449.5730000000003,449.5730000000003,0,0,-0.004901000000000003,0.004901000000000003,claude
nitrogen,2,-17.027365,8.298328,953.762,15,0.03305,NONE,-17.027868,8.297115,1007.617,16,0.011747,0.0005030000000019186,0.0005030000000019186,0.0012129999999999086,0.0012129999999999086,-53.85500000000002,53.85500000000002,-1,1,0.021303000000000002,0.021303000000000002,claude
methyl_acetate,11,-63.6443,5.365647,2229.42,12,0.045319,NONE,-63.647055,5.3677,3100.616,19,0.04423,0.002755000000000507,0.002755000000000507,-0.0020530000000000825,0.0020530000000000825,-871.1959999999999,871.1959999999999,-7,7,0.0010889999999999997,0.0010889999999999997,claude
nitrous_oxide,3,-22.226921,6.718068,1925.165,22,0.020312,NONE,-22.22877,6.71916,1060.713,11,0.034024,0.0018489999999999895,0.0018489999999999895,-0.0010919999999998709,0.0010919999999998709,864.452,864.452,11,11,-0.013711999999999998,0.013711999999999998,claude
naphthalene,18,-119.443171,3.39105,3705.206,14,0.048088,NONE,-119.444487,3.388021,3560.178,14,0.045045,0.0013159999999885486,0.0013159999999885486,0.0030289999999997264,0.0030289999999997264,145.02800000000025,145.02800000000025,0,0,0.003042999999999997,0.003042999999999997,claude
pentane,17,-89.783274,6.932063,3734.817,19,0.041589,NONE,-89.902519,7.014953,2589.445,15,0.042426,0.11924499999999227,0.11924499999999227,-0.08288999999999991,0.08288999999999991,1145.3719999999998,1145.3719999999998,4,4,-0.0008369999999999975,0.0008369999999999975,claude
propane,11,-56.775278,7.080042,1424.883,11,0.038867,NONE,-56.904796,7.217379,1165.817,9,0.041879,0.12951799999999736,0.12951799999999736,-0.1373370000000005,0.1373370000000005,259.06600000000003,259.06600000000003,2,2,-0.003012000000000001,0.003012000000000001,claude
octane,26,-139.245881,6.64626,5336.797,21,0.034992,NONE,-139.352549,6.630463,4100.185,16,0.048516,0.10666800000001331,0.10666800000001331,0.01579700000000006,0.01579700000000006,1236.6119999999992,1236.6119999999992,5,5,-0.013523999999999994,0.013523999999999994,claude
propene,9,-48.494439,5.249914,2248.124,21,0.034517,NONE,-48.582149,5.470014,1120.193,10,0.041208,0.08771000000000129,0.08771000000000129,-0.22009999999999952,0.22009999999999952,1127.9309999999998,1127.9309999999998,11,11,-0.0066910000000000025,0.0066910000000000025,claude
nonane,29,-155.750865,6.566954,7542.386,25,0.045825,NONE,-155.868074,6.571115,6782.574,23,0.047835,0.11720900000000256,0.11720900000000256,-0.004160999999999859,0.004160999999999859,759.8120000000008,759.8120000000008,2,2,-0.002010000000000005,0.002010000000000005,claude
propionic_acid,11,-63.890487,5.275084,3709.202,20,0.037955,NONE,-64.074747,5.358597,2498.394,16,0.045193,0.18426000000000187,0.18426000000000187,-0.08351299999999995,0.08351299999999995,1210.8080000000004,1210.8080000000004,4,4,-0.0072379999999999944,0.0072379999999999944,claude
sulfur_dioxide,3,-17.681591,3.49948,597.314,7,0.04712,NONE,-17.690097,3.50809,520.107,6,0.047686,0.008506000000000569,0.008506000000000569,-0.008610000000000007,0.008610000000000007,77.207,77.207,1,1,-0.0005659999999999971,0.0005659999999999971,claude
piperidine,17,-94.059189,4.245325,7511.27,33,0.047171,NONE,-94.090574,4.39729,3294.131,16,0.04613,0.03138500000000022,0.03138500000000022,-0.15196499999999968,0.15196499999999968,4217.139000000001,4217.139000000001,17,17,0.0010410000000000003,0.0010410000000000003,claude
morpholine,15,-84.116588,4.642987,10430.778,47,0.045996,NONE,-84.112704,4.643795,5715.669,31,0.03772,-0.0038839999999993324,0.0038839999999993324,-0.0008080000000001419,0.0008080000000001419,4715.109,4715.109,16,16,0.008276000000000006,0.008276000000000006,claude
pyridine,11,-71.295958,4.052822,3577.786,22,0.049826,NONE,-71.294542,4.042145,3000.886,19,0.04903,-0.0014159999999918682,0.0014159999999918682,0.01067700000000027,0.01067700000000027,576.9000000000001,576.9000000000001,3,3,0.000796000000000005,0.000796000000000005,claude
tetrahydrofuran,13,-72.155625,4.779077,1917.629,11,0.046874,NONE,-72.289528,4.91263,1923.833,10,0.035834,0.13390300000000366,0.13390300000000366,-0.13355300000000003,0.13355300000000003,-6.204000000000178,6.204000000000178,1,1,0.011040000000000001,0.011040000000000001,claude
phenol,13,-83.048806,4.271641,10283.687,52,0.046225,NONE,-83.047851,4.2699,2642.709,15,0.049534,-0.0009550000000047021,0.0009550000000047021,0.0017409999999999926,0.0017409999999999926,7640.978,7640.978,37,37,-0.0033089999999999994,0.0033089999999999994,claude
thiophene,9,-54.068175,4.483536,2237.097,15,0.040381,NONE,-54.070577,4.479394,1651.166,12,0.031376,0.002402000000003568,0.002402000000003568,0.004141999999999868,0.004141999999999868,585.9310000000003,585.9310000000003,3,3,0.009004999999999999,0.009004999999999999,claude
salicylic_acid,16,-106.806257,3.380962,5089.339,17,0.043679,NONE,-106.61928,3.598288,6662.001,25,0.048715,-0.18697699999999884,0.18697699999999884,-0.21732600000000035,0.21732600000000035,-1572.6620000000003,1572.6620000000003,-8,8,-0.005035999999999999,0.005035999999999999,claude
water,3,-14.620623,6.263208,312.594,5,0.045482,NONE,-14.621105,6.262384,308.046,5,0.039662,0.0004819999999998714,0.0004819999999998714,0.0008239999999997139,0.0008239999999997139,4.548000000000002,4.548000000000002,0,0,0.005819999999999999,0.005819999999999999,claude
toluene,15,-92.501044,4.784716,2875.185,15,0.037919,NONE,-92.513964,4.820273,2746.088,15,0.037802,0.012920000000008258,0.012920000000008258,-0.03555699999999984,0.03555699999999984,129.09699999999975,129.09699999999975,0,0,0.00011699999999999905,0.00011699999999999905,claude
styrene,16,-100.774679,3.617543,5183.942,26,0.044687,NONE,-100.767559,3.776135,4856.79,24,0.049692,-0.007120000000000459,0.007120000000000459,-0.15859200000000007,0.15859200000000007,327.15200000000004,327.15200000000004,2,2,-0.0050050000000000025,0.0050050000000000025,claude
valeric_acid,17,-96.867308,5.258268,4297.773,19,0.043597,NONE,-97.056576,5.362997,2630.967,13,0.049973,0.18926800000001265,0.18926800000001265,-0.10472899999999985,0.10472899999999985,1666.806,1666.806,6,6,-0.006376,0.006376,claude
undecane,35,-188.715883,6.462068,5725.647,15,0.047846,NONE,-188.830525,6.425744,4774.689,20,0.046798,0.11464200000000346,0.11464200000000346,0.03632400000000047,0.03632400000000047,950.9579999999996,950.9579999999996,-5,5,0.0010480000000000003,0.0010480000000000003,claude
urea,8,-48.534634,4.976651,7022.696,52,0.042565,NONE,-48.502768,4.892224,3083.509,28,0.036074,-0.03186599999999373,0.03186599999999373,0.0844270000000007,0.0844270000000007,3939.187,3939.187,24,24,0.006490999999999997,0.006490999999999997,claude
triethylamine,22,-117.61823,3.580298,19535.188,69,0.032282,NONE,-117.737718,4.348497,4012.98,19,0.045877,0.11948800000000404,0.11948800000000404,-0.7681990000000001,0.7681990000000001,15522.207999999999,15522.207999999999,50,50,-0.013595000000000003,0.013595000000000003,claude
